algorithm,hits,hr,time,factors,weighted,test_size,test_interactions
ALS,990,0.20947947524333474,1.9715518951416016,2,True,0.5,4726
ALS,917,0.19403300888700803,1.9739067554473877,2,False,0.5,4726
BPR,701,0.14832839610664408,2.2364113330841064,2,True,0.5,4726
BPR,690,0.14600084638171815,2.2625036239624023,2,False,0.5,4726
ALS,947,0.2003808717731697,1.9551761150360107,4,True,0.5,4726
ALS,902,0.19085907744392722,1.9472315311431885,4,False,0.5,4726
BPR,709,0.15002115954295386,2.2287039756774902,4,True,0.5,4726
BPR,709,0.15002115954295386,2.3800013065338135,4,False,0.5,4726
ALS,959,0.20292001692763437,1.9668562412261963,8,True,0.5,4726
ALS,895,0.18937790943715616,1.93947434425354,8,False,0.5,4726
BPR,712,0.15065594583157005,2.3573241233825684,8,True,0.5,4726
BPR,710,0.15023275497249258,2.2669620513916016,8,False,0.5,4726
ALS,882,0.18662716885315278,1.9783861637115479,16,True,0.5,4726
ALS,793,0.1677951756242065,2.0332329273223877,16,False,0.5,4726
BPR,719,0.15213711383834108,2.3627376556396484,16,True,0.5,4726
BPR,717,0.15171392297926364,2.366544008255005,16,False,0.5,4726
ALS,689,0.14578925095217943,2.049053192138672,32,True,0.5,4726
ALS,666,0.14092255607278883,1.9955644607543945,32,False,0.5,4726
BPR,724,0.1531950909860347,2.2938504219055176,32,True,0.5,4726
BPR,720,0.1523487092678798,2.2817187309265137,32,False,0.5,4726
ALS,517,0.10939483707151926,3.1495442390441895,64,True,0.5,4726
ALS,439,0.09289039356749894,3.0692331790924072,64,False,0.5,4726
BPR,718,0.15192551840880236,3.4550440311431885,64,True,0.5,4726
BPR,714,0.1510791366906475,3.7072203159332275,64,False,0.5,4726
ALS,279,0.05903512484130343,3.1903107166290283,128,True,0.5,4726
ALS,224,0.04739737621667372,3.1184725761413574,128,False,0.5,4726
BPR,748,0.15827338129496402,3.3209569454193115,128,True,0.5,4726
BPR,754,0.15954295387219636,3.421839475631714,128,False,0.5,4726
ALS,504,0.10664409648751587,3.6182618141174316,256,True,0.5,4726
ALS,364,0.07702073635209479,3.417388677597046,256,False,0.5,4726
BPR,789,0.16694879390605163,3.411746025085449,256,True,0.5,4726
BPR,794,0.16800677105374523,3.4064764976501465,256,False,0.5,4726
ALS,517,0.10939483707151926,3.480684757232666,512,True,0.5,4726
ALS,340,0.07194244604316546,3.530975341796875,512,False,0.5,4726
BPR,784,0.165890816758358,3.3741064071655273,512,True,0.5,4726
BPR,781,0.16525603046974185,3.5627217292785645,512,False,0.5,4726
